1,0.01,146
1.1,0.012,127
1.2,0.008,114
1.3,0.011,101
1.4,0.014,81
1.5,0.012,68
1.6,0.019,59
1.7,0.028,47
1.8,0.026,36
1.9,0.033,28
2,0.046,20
2.1,0.049,15
2.2,0.048,11
2.3,0.057,9
2.4,0.085,3
2.5,0.226,0
