0.14808,1.0111
0.054609,1.2444
0.0025724,-0.97222
0.04976,0.86516
0.022135,0.18522
0.040657,0.69816
0.047856,1.4592
0.0071729,-1.4647
0.0067321,1.314
0.044549,0.9522
0.079035,1.7041
0.016547,0.030758
0.0010368,-0.55588
0.0041474,0.43999
0.01229,-0.097776
0.011932,0.65258
0.00022055,0.82077
0.00062227,0.097547
0.034019,0.58612
0.023182,1.112
0.0004087,-0.046195
0.0010654,0.74031
0.0035419,-0.14011
0.031043,1.3442
0.035781,1.2303
0.029925,0.89669
0.01591,2.1233
0.020685,0.48789
0.0015248,-0.65258
0.0021604,-0.4046
0.020859,1.0637
0.00067385,-0.95816
0.001485,-0.54781
0.028,0.43261
0.070062,0.23604
0.23427,0.75062
0.057361,2.3213
0.18057,1.0192
0.091809,0.1031
0.047905,0.60905
0.024785,0.51644
0.064503,1.8052
0.072907,-0.19398
0.048806,1.3148
0.076839,1.5196
0.058775,0.86205
0.0277,0.60824
0.00041782,0.36101
0.0065104,0.779
0.02245,0.077704
0.0020213,0.12782
0.00023127,0.84723
0.33987,1.7531
0.22313,1.4967
0.20222,2.3128
0.025408,1.025
0.2686,0.8176
0.01383,0.21221
0.20431,0.92688
0.0020457,1.5281
0.014108,0.28893
0.23427,2.7012
0.27426,1.497
0.090046,-1.2285
0.31439,2.0618
0.10439,2.2366
0.032586,-0.61933
0.11275,0.013908
0.13826,0.65593
0.10506,0.51953
0.20254,1.3639
0.084116,1.0448
0.00075947,0.5953
0.021468,0.7476
0.041514,1.113
0.00089902,0.84201
0.018209,0.36348
0.00063476,1.0628
0.01214,-0.23395
0.0012071,0.73965
0.035432,1.5772
0.0027351,1.1437
0.16772,1.9225
0.0040829,-1.1876
0.029697,1.8447
0.0023372,-0.15734
0.13805,1.4983
0.081678,1.129
0.074167,1.3203
0.027469,-0.72022
0.0091967,-0.59248
0.0078785,-1.0303
0.05117,0.064744
0.010733,-0.19534
0.026533,0.13507
0.18662,1.0505
0.034744,1.2147
0.01302,-1.4614
0.035329,-2.1458
0.055765,1.6774
0.0039569,-1.7514
0.020424,-1.012
0.17707,0.96889
0.033314,1.4737
0.090246,0.96112
0.31276,1.6403
0.022402,-1.5446
0.041483,-1.7257
0.0046883,-1.3941
0.0057114,-1.9039
0.094604,1.0399
0.15422,2.0015
0.001047,-0.60838
0.015487,1.2155
0.016103,0.35515
0.060532,1.5527
0.0028464,-0.23457
0.019561,0.42204
0.04023,0.69297
0.0063752,-0.18785
0.040938,0.5205
0.11444,2.5243
0.17565,1.8298
0.0062311,0.42543
0.039315,1.4028
0.011129,1.027
0.05047,0.74609
0.095351,1.274
0.042505,0.68265
0.032576,1.0102
0.026818,1.69
0.024039,2.2202
0.059781,1.7646
0.069614,0.61424
0.05302,1.2487
0.047397,1.1304
0.38271,2.0326
0.041121,0.84235
0.17191,1.6325
0.27434,2.4496
0.087298,0.55933
0.28214,2.4904
0.26509,1.6806
0.15585,1.7654
0.055306,0.41994
0.052025,1.3596
0.0033418,-1.6628
0.0032323,-1.7371
0.0031005,-1.773
0.0032173,-1.7832
0.0043641,0.41279
0.0047355,-0.71816
0.007419,-0.9237
0.0089898,-1.2769
0.0096876,-0.42974
0.10569,1.9297
0.14593,1.8744
0.10301,1.934
0.064495,1.6939
0.10262,1.3032
0.057025,2.5758
0.069702,1.6149
0.13272,1.9396
0.23762,1.1331
0.30379,0.7869
0.07321,0.96818
0.20771,2.0234
0.072752,0.87464
0.090318,2.354
0.044768,2.3143
0.047556,1.519
0.081172,1.3325
0.37155,2.1838
0.10574,0.33793
0.069021,0.92131
0.13989,0.80267
0.3624,2.1656
0.16451,0.5626
0.24193,2.537
0.1017,1.4835
0.15594,1.0747
0.24202,1.1158
0.29747,2.4016
0.046259,1.3958
0.13997,1.0002
0.021633,0.68332
0.070429,2.1296
0.00025043,-0.26538
2.352e-05,-0.56573
0.0001341,-0.63371
0.1806,1.1905
0.29038,0.02207
0.23256,1.0818
0.0707,0.56901
0.24405,1.3773
0.4641,0.95667
0.37379,1.4113
0.50789,0.84426
0.27145,1.324
0.26275,0.46762
0.3555,1.2266
0.1778,1.3521
0.32919,0.8193
0.19109,1.3666
0.29393,1.1043
0.094029,0.99193
0.26843,0.47389
0.20447,0.80099
0.19861,1.7845
0.061584,2.3492
0.024697,1.7824
0.25308,1.5948
0.24184,0.7122
0.059792,2.233
0.13734,1.4149
0.38809,1.2376
0.17639,1.9241
0.37038,1.067
0.24535,1.6509
0.026966,1.7597
0.128,1.6216
0.14638,1.2025
0.30451,1.5487
0.37953,1.0928
0.28073,1.2468
