1,0.0019,224
1.1,0.0004,213
1.2,0.0011,198
1.3,0.0012,189
1.4,0.0011,170
1.5,0.0009,153
1.6,0.0017,136
1.7,0.0024,120
1.8,0.0017,101
1.9,0.0032,92
2,0.0032,78
2.1,0.0047,59
2.2,0.0037,50
2.3,0.0053,36
2.4,0.0071,26
2.5,0.0063,20
