1,0.0009,228
1.1,0.0007,218
1.2,0.0005,206
1.3,0.0005,195
1.4,0.0006,180
1.5,0.0008,170
1.6,0.0013,151
1.7,0.0006,132
1.8,0.0014,115
1.9,0.0011,99
2,0.0012,91
2.1,0.0018,77
2.2,0.0032,59
2.3,0.0036,44
2.4,0.0046,34
2.5,0.0053,24
