1.5189,0.0669
1.1858,0.5443
3.4865,4.0833
42.666,33.04
6.4784,3.2477
7.54,14.57
40.019,79.41
1.229,1.473
1.3884,2.1439
0.4262,5.57
42.413,144.09
50.159,232.98
7.7948,9.6752
0.9356,61.206
5.4646,10.433
32.734,79.43
0.1554,0.1443
6.484,3.4706
1.6264,0.3445
1.0366,0.5646
4.3907,8.8591
4.0452,2.121
2.8846,0.9712
14.571,19.944
0.4162,0.4584
8.191,17.485
7.7903,15.454
8.0966,6.7935
3.184,0.0832
38.928,46.18
0.9711,0.4318
0.707,0.5049
33.835,58.596
3.9682,179.24
2.75,5.1077
24.702,49.047
1.7447,4.0267
0.1953,0.8391
0.4306,0.3152
0.9145,0.0844
9.9046,34.251
1.3052,0.6571
1.8912,2.2544
0.2753,0.3241
0.0888,0.4395
25.164,33.141
4.34,12.494
1.997,4.6511
2.7341,8.7695
9.502,26.335
10.852,3.5754
1.9324,2.487
44.876,64.3
1.7097,21.288
2.8692,2.5184
2.4823,2.3014
10.956,0.0849
9.8519,59.086
0.7828,1.5804
5.1734,3.3566
0.1957,1.5768
2.3707,3.135
3.9991,12.496
14.117,32.986
1.4918,1.4106
2.6808,9.1725
0.6425,1.429
0.514,1.5074
1.6528,2.0162
0.5107,0.7533
8.88,15.6
2.6671,4.1132
9.135,8.6745
7.1699,14.272
30.963,51.12
4.8623,7.7616
25.309,79.021
0.6266,3.4285
0.3632,0.4318
17.799,29.723
4.3568,4.7079
47.243,110.94
8.2333,12.119
15.942,39.301
0.7477,8.083
0.1695,0.1039
1.4469,1.5306
0.1402,0.5055
7.4695,16.815
4.823,1.9706
3.7847,18.63
1.4014,2.074
1.1401,1.238
0.9872,3.4477
9.6146,22.601
0.9845,2.8534
0.4974,0.3854
5.0308,5.9672
0.3834,2.9251
1.1747,3.0073
26.89,155.87
2.9351,2.0351
1.1079,1.6275
0.7299,1.348
2.2157,1.6446
0.0661,0.3683
0.5671,21.069
17.16,5.68
2.1656,2.709
2.0422,4.3185
5.3658,18.732
0.8607,0.8153
28.619,165.79
1.1967,2.357
0.111,0.8445
0.6508,0.9616
1.5548,2.1935
0.6084,0.4026
1.1129,0.0172
0.3019,0.1819
0.8798,1.9062
11.41,23.375
2.1542,5.124
1.2832,3.3135
6.2105,21.987
22.735,16.8
1.6531,3.66
33.146,69.36
0.0382,0.261
1.7639,0.9704
2.5758,0.9941
0.3472,1.3807
0.1636,0.2239
1.7947,3.291
0.1714,1.1971
2.367,8.94
1.0931,0.7108
0.2109,0.4166
1.0969,1.0338
0.9666,2.8786
0.5221,1.1338
0.1958,0.8649
0.9914,1.2761
0.7384,2.5154
5.799,105.58
2.7151,1.1127
0.1516,0.559
0.443,0.0633
0.4589,5.7217
1.1802,7.4674
0.2057,0.5484
0.4338,1.967
12.182,48.463
0.1675,0.3508
0.6961,1.2182
23.954,74.91
0.2057,0.5195
1.1602,4.0974
0.6818,0.7635
2.4036,2.1739
17.458,35.03
5.4325,7.525
16.262,22.32
9.8444,4.3527
28.146,62.152
0.853,12.668
0.1286,0.1644
13.873,9.3683
0.1405,1.8102
22.816,20.4
37.647,56.15
44.236,92.55
0.238,5.1958
21.733,64.837
3.06,4.9912
1.873,2.8731
7.0936,15.662
24.676,136.6
12.34,19.285
1.8501,2.9785
3.2,1.16
4.136,24.598
5.3188,2.8616
1.2858,7.2729
3.0573,4.059
2.3325,1.5584
8.6645,21.73
9.7137,16.386
11.898,16.644
7.9867,6.3321
19.154,25.448
0.0324,7.7876
19.397,28.96
7.3706,4.2222
10.66,22.99
1.8016,1.5946
3.0657,2.6631
14.998,33.202
1.1391,0.9756
10.275,19.481
0.7969,1.9219
1.9227,1.2182
2.9701,0.1969
9.4969,17.543
10.041,45.29
43.868,109.47
10.012,27.11
20.981,52.102
1.8973,2.14
0.1529,0.1318
4.7441,5.9026
5.5582,11.357
0.7749,1.0142
3.211,3.2304
0.3971,0.8136
5.9716,6.45
8.1758,0.1982
6.0878,3.3369
39.331,68.52
22.319,25.341
1.6903,7.466
1.8286,5.3845
0.0637,1.3292
46.219,156.35
0.5827,1.1456
4.4937,0.9292
4.8713,7.163
5.0472,1.5492
1.4499,2.7951
0.551,1.0867
1.5932,3.9817
6.4414,15.234
29.678,79.5
7.0438,19.869
20.472,23.363
3.7965,28.715
28.272,81.753
25.914,47.738
11.99,50.447
4.3921,5.2342
2.4947,1.77
1.2173,0.8789
7.334,20.25
3.9907,6.2138
0.4553,0.5908
32.898,92.868
19.696,164.42
1.3399,3.132
16.362,9.3892
1.3129,5.0557
44.884,121.93
1.3762,1.6242
9.7229,18.171
54.447,110.26
6.2375,0.9451
14.108,28.26
8.7631,6.4961
21.406,62.304
9.8653,17.048
1.8646,1.3609
5.9996,25.305
22.438,57.179
0.9587,2.9979
0.7956,0.9531
8.9572,15.772
11.288,21.08
26.751,40.45
4.0878,8.0491
1.3245,51.531
25.858,63.491
11.943,57.245
0.9938,1.1804
